"logger","datetime","temperature","conductivity"
"20946494",2021-09-17 14:00:00,33.014,0
"20946494",2021-09-17 14:15:00,30.76,0
"20946494",2021-09-17 14:30:00,30.356,0
"20946494",2021-09-17 14:45:00,30.054,0
"20946494",2021-09-17 15:00:00,29.352,0
"20946494",2021-09-17 15:15:00,29.053,0
"20946494",2021-09-17 15:30:00,28.853,0
"20946494",2021-09-17 15:45:00,28.853,0
"20946494",2021-09-17 16:00:00,28.655,0
"20946494",2021-09-17 16:15:00,27.665,0
"20946494",2021-09-17 16:30:00,26.879,0
"20946494",2021-09-17 16:45:00,26.488,0
"20946494",2021-09-17 17:00:00,26.39,0
"20946494",2021-09-17 17:15:00,26.097,0
"20946494",2021-09-17 17:30:00,26,0
"20946494",2021-09-17 17:45:00,26.39,0
"20946494",2021-09-17 18:00:00,26.195,0
"20946494",2021-09-17 18:15:00,25.708,0
"20946494",2021-09-17 18:30:00,25.222,0
"20946494",2021-09-17 18:45:00,24.931,0
"20946494",2021-09-17 19:00:00,24.448,0
"20946494",2021-09-17 19:15:00,23.966,0
"20946494",2021-09-17 19:30:00,23.581,0
"20946494",2021-09-17 19:45:00,23.292,0
"20946494",2021-09-17 20:00:00,23.292,0
"20946494",2021-09-17 20:15:00,23.196,0
"20946494",2021-09-17 20:30:00,22.908,0
"20946494",2021-09-17 20:45:00,22.621,0
"20946494",2021-09-17 21:00:00,22.525,0
"20946494",2021-09-17 21:15:00,22.142,0
"20946494",2021-09-17 21:30:00,22.046,0
"20946494",2021-09-17 21:45:00,22.142,0
"20946494",2021-09-17 22:00:00,22.142,0
"20946494",2021-09-17 22:15:00,21.951,0
"20946494",2021-09-17 22:30:00,21.76,0
"20946494",2021-09-17 22:45:00,21.664,0
"20946494",2021-09-17 23:00:00,21.473,0
"20946494",2021-09-17 23:15:00,21.378,0
"20946494",2021-09-17 23:30:00,21.282,0
"20946494",2021-09-17 23:45:00,21.091,0
"20946494",2021-09-18 00:00:00,20.71,0
"20946494",2021-09-18 00:15:00,20.615,0
"20946494",2021-09-18 00:30:00,20.424,0
"20946494",2021-09-18 00:45:00,20.424,0
"20946494",2021-09-18 01:00:00,20.234,0
"20946494",2021-09-18 01:15:00,19.948,0
"20946494",2021-09-18 01:30:00,19.758,0
"20946494",2021-09-18 01:45:00,19.567,0
"20946494",2021-09-18 02:00:00,19.282,0
"20946494",2021-09-18 02:15:00,19.092,0
"20946494",2021-09-18 02:30:00,19.092,0
"20946494",2021-09-18 02:45:00,18.996,0
"20946494",2021-09-18 03:00:00,18.806,0
"20946494",2021-09-18 03:15:00,18.711,0
"20946494",2021-09-18 03:30:00,18.616,0
"20946494",2021-09-18 03:45:00,18.616,0
"20946494",2021-09-18 04:00:00,18.426,0
"20946494",2021-09-18 04:15:00,18.236,0
"20946494",2021-09-18 04:30:00,18.14,0
"20946494",2021-09-18 04:45:00,17.95,0
"20946494",2021-09-18 05:00:00,17.855,0
"20946494",2021-09-18 05:15:00,18.14,0
"20946494",2021-09-18 05:30:00,18.331,0
"20946494",2021-09-18 05:45:00,18.236,0
"20946494",2021-09-18 06:00:00,18.331,0
"20946494",2021-09-18 06:15:00,18.331,0
"20946494",2021-09-18 06:30:00,18.426,0
"20946494",2021-09-18 06:45:00,18.521,0
"20946494",2021-09-18 07:00:00,18.616,0
"20946494",2021-09-18 07:15:00,18.521,0
"20946494",2021-09-18 07:30:00,18.521,0
"20946494",2021-09-18 07:45:00,18.616,0
"20946494",2021-09-18 08:00:00,18.711,0
"20946494",2021-09-18 08:15:00,18.901,0
"20946494",2021-09-18 08:30:00,19.282,0
"20946494",2021-09-18 08:45:00,19.758,0
"20946494",2021-09-18 09:00:00,20.519,0
"20946494",2021-09-18 09:15:00,21.282,0
"20946494",2021-09-18 09:30:00,21.951,0
"20946494",2021-09-18 09:45:00,22.621,0
"20946494",2021-09-18 10:00:00,23.292,0
"20946494",2021-09-18 10:15:00,23.773,0
"20946494",2021-09-18 10:30:00,24.255,0
"20946494",2021-09-18 10:45:00,24.835,0
"20946494",2021-09-18 11:00:00,25.61,0
"20946494",2021-09-18 11:15:00,26.097,0
"20946494",2021-09-18 11:30:00,26.488,0
"20946494",2021-09-18 11:45:00,26.879,0
