"logger","datetime","temperature","conductivity"
"21064685",2021-09-17 13:30:00,32.497,0
"21064685",2021-09-17 13:45:00,30.457,0
"21064685",2021-09-17 14:00:00,28.953,0
"21064685",2021-09-17 14:15:00,28.754,0
"21064685",2021-09-17 14:30:00,28.357,0
"21064685",2021-09-17 14:45:00,28.357,0
"21064685",2021-09-17 15:00:00,28.357,0
"21064685",2021-09-17 15:15:00,28.555,0
"21064685",2021-09-17 15:30:00,29.053,0
"21064685",2021-09-17 15:45:00,32.086,0
"21064685",2021-09-17 16:00:00,32.188,0
"21064685",2021-09-17 16:15:00,30.356,0
"21064685",2021-09-17 16:30:00,28.754,0
"21064685",2021-09-17 16:45:00,27.665,0
"21064685",2021-09-17 17:00:00,27.272,0
"21064685",2021-09-17 17:15:00,26.977,0
"21064685",2021-09-17 17:30:00,26.585,0
"21064685",2021-09-17 17:45:00,26.879,0
"21064685",2021-09-17 18:00:00,26.879,0
"21064685",2021-09-17 18:15:00,26.488,0
"21064685",2021-09-17 18:30:00,26.097,0
"21064685",2021-09-17 18:45:00,25.805,0
"21064685",2021-09-17 19:00:00,25.319,0
"21064685",2021-09-17 19:15:00,24.835,0
"21064685",2021-09-17 19:30:00,24.351,0
"21064685",2021-09-17 19:45:00,24.158,0
"21064685",2021-09-17 20:00:00,24.062,0
"21064685",2021-09-17 20:15:00,23.869,0
"21064685",2021-09-17 20:30:00,23.581,0
"21064685",2021-09-17 20:45:00,23.292,0
"21064685",2021-09-17 21:00:00,23.004,0
"21064685",2021-09-17 21:15:00,22.717,0
"21064685",2021-09-17 21:30:00,22.717,0
"21064685",2021-09-17 21:45:00,22.717,0
"21064685",2021-09-17 22:00:00,22.621,10.8
"21064685",2021-09-17 22:15:00,22.525,10.8
"21064685",2021-09-17 22:30:00,22.429,10.8
"21064685",2021-09-17 22:45:00,22.238,10.8
"21064685",2021-09-17 23:00:00,22.142,21.5
"21064685",2021-09-17 23:15:00,22.046,21.5
"21064685",2021-09-17 23:30:00,21.855,21.5
"21064685",2021-09-17 23:45:00,21.569,21.5
"21064685",2021-09-18 00:00:00,21.473,21.5
"21064685",2021-09-18 00:15:00,21.378,21.5
"21064685",2021-09-18 00:30:00,21.282,21.5
"21064685",2021-09-18 00:45:00,21.187,21.5
"21064685",2021-09-18 01:00:00,20.996,21.5
"21064685",2021-09-18 01:15:00,20.71,21.5
"21064685",2021-09-18 01:30:00,20.519,21.5
"21064685",2021-09-18 01:45:00,20.329,21.5
"21064685",2021-09-18 02:00:00,20.138,21.5
"21064685",2021-09-18 02:15:00,20.043,21.5
"21064685",2021-09-18 02:30:00,19.853,10.8
"21064685",2021-09-18 02:45:00,19.662,10.8
"21064685",2021-09-18 03:00:00,19.472,10.8
"21064685",2021-09-18 03:15:00,19.282,10.8
"21064685",2021-09-18 03:30:00,19.187,10.8
"21064685",2021-09-18 03:45:00,18.996,10.8
"21064685",2021-09-18 04:00:00,18.901,10.8
"21064685",2021-09-18 04:15:00,18.806,21.5
"21064685",2021-09-18 04:30:00,18.711,21.5
"21064685",2021-09-18 04:45:00,18.616,21.5
"21064685",2021-09-18 05:00:00,18.521,21.5
"21064685",2021-09-18 05:15:00,18.616,21.5
"21064685",2021-09-18 05:30:00,18.616,21.5
"21064685",2021-09-18 05:45:00,18.521,32.3
"21064685",2021-09-18 06:00:00,18.426,32.3
"21064685",2021-09-18 06:15:00,18.521,32.3
"21064685",2021-09-18 06:30:00,18.711,32.3
"21064685",2021-09-18 06:45:00,18.806,32.3
"21064685",2021-09-18 07:00:00,18.901,43.1
"21064685",2021-09-18 07:15:00,18.901,43.1
"21064685",2021-09-18 07:30:00,18.901,43.1
"21064685",2021-09-18 07:45:00,18.996,43.1
"21064685",2021-09-18 08:00:00,19.092,43.1
"21064685",2021-09-18 08:15:00,19.377,43.1
"21064685",2021-09-18 08:30:00,19.758,43.1
"21064685",2021-09-18 08:45:00,20.138,53.8
"21064685",2021-09-18 09:00:00,20.615,53.8
"21064685",2021-09-18 09:15:00,21.282,53.8
"21064685",2021-09-18 09:30:00,21.951,53.8
"21064685",2021-09-18 09:45:00,22.525,64.6
"21064685",2021-09-18 10:00:00,23.196,53.8
"21064685",2021-09-18 10:15:00,23.966,64.6
"21064685",2021-09-18 10:30:00,25.125,64.6
"21064685",2021-09-18 10:45:00,27.37,43.1
"21064685",2021-09-18 11:00:00,31.064,10.8
"21064685",2021-09-18 11:15:00,32.291,0
"21064685",2021-09-18 11:30:00,30.356,0
"21064685",2021-09-18 11:45:00,29.953,0
"21064685",2021-09-18 12:00:00,30.558,0
"21064685",2021-09-18 12:15:00,29.752,0
"21064685",2021-09-18 12:30:00,29.152,0
"21064685",2021-09-18 12:45:00,28.555,0
"21064685",2021-09-18 13:00:00,28.456,0
"21064685",2021-09-18 13:15:00,28.754,0
"21064685",2021-09-18 13:30:00,28.754,0
